country,technology,year,spending_usd_ppp_millions,pub_count
Switzerland,CO2 capture & storage,1997,0.0,1
Switzerland,CO2 capture & storage,1998,0.0,2
Switzerland,CO2 capture & storage,1999,0.0,4
Switzerland,CO2 capture & storage,2000,0.0,4
Switzerland,CO2 capture & storage,2001,0.0,5
Switzerland,CO2 capture & storage,2002,0.0,5
Switzerland,CO2 capture & storage,2003,0.0,9
Switzerland,CO2 capture & storage,2004,0.0,11
Switzerland,CO2 capture & storage,2005,0.0,18
Switzerland,CO2 capture & storage,2006,0.922,24
Switzerland,CO2 capture & storage,2007,1.181,27
Switzerland,CO2 capture & storage,2008,2.337,34
Switzerland,CO2 capture & storage,2009,3.776,57
Switzerland,CO2 capture & storage,2010,1.96,53
Switzerland,CO2 capture & storage,2011,1.693,61
Switzerland,CO2 capture & storage,2012,1.468,78
Switzerland,CO2 capture & storage,2013,3.559,115
Switzerland,CO2 capture & storage,2014,5.422,98
Switzerland,CO2 capture & storage,2015,6.413,154
Switzerland,CO2 capture & storage,2016,5.246,155
Switzerland,CO2 capture & storage,2017,4.658,180
Switzerland,CO2 capture & storage,2018,5.847,226
Switzerland,CO2 capture & storage,2019,8.417,255
Switzerland,CO2 capture & storage,2020,6.888,325
Switzerland,CO2 capture & storage,2021,12.0,436
Switzerland,CO2 capture & storage,2022,6.094,520
Switzerland,CO2 capture & storage,2023,10.006,651
United Kingdom,CO2 capture & storage,1975,0.0,1
United Kingdom,CO2 capture & storage,1976,0.0,2
United Kingdom,CO2 capture & storage,1978,0.0,1
United Kingdom,CO2 capture & storage,1982,0.0,1
United Kingdom,CO2 capture & storage,1986,0.0,2
United Kingdom,CO2 capture & storage,1988,0.0,2
United Kingdom,CO2 capture & storage,1989,0.0,1
United Kingdom,CO2 capture & storage,1990,0.0,1
United Kingdom,CO2 capture & storage,1991,0.0,3
United Kingdom,CO2 capture & storage,1992,0.0,4
United Kingdom,CO2 capture & storage,1993,0.0,3
United Kingdom,CO2 capture & storage,1994,0.0,3
United Kingdom,CO2 capture & storage,1995,0.0,6
United Kingdom,CO2 capture & storage,1996,0.0,5
United Kingdom,CO2 capture & storage,1997,0.0,11
United Kingdom,CO2 capture & storage,1998,0.0,12
United Kingdom,CO2 capture & storage,1999,0.0,6
United Kingdom,CO2 capture & storage,2000,0.0,24
United Kingdom,CO2 capture & storage,2001,0.0,22
United Kingdom,CO2 capture & storage,2002,0.0,29
United Kingdom,CO2 capture & storage,2003,0.0,44
United Kingdom,CO2 capture & storage,2004,12.621,50
United Kingdom,CO2 capture & storage,2005,15.935,90
United Kingdom,CO2 capture & storage,2006,0.147,69
United Kingdom,CO2 capture & storage,2008,0.668,156
United Kingdom,CO2 capture & storage,2009,36.117,241
United Kingdom,CO2 capture & storage,2010,115.659,291
United Kingdom,CO2 capture & storage,2011,66.222,362
United Kingdom,CO2 capture & storage,2012,57.687,405
United Kingdom,CO2 capture & storage,2013,52.33,524
United Kingdom,CO2 capture & storage,2014,125.415,656
United Kingdom,CO2 capture & storage,2015,19.689,716
United Kingdom,CO2 capture & storage,2016,30.276,836
United Kingdom,CO2 capture & storage,2017,40.438,1033
United Kingdom,CO2 capture & storage,2018,12.632,1053
United Kingdom,CO2 capture & storage,2019,33.268,1215
United Kingdom,CO2 capture & storage,2020,53.225,1525
United Kingdom,CO2 capture & storage,2021,30.803,1848
United Kingdom,CO2 capture & storage,2022,38.624,2142
United Kingdom,CO2 capture & storage,2023,80.464,2850
United States,CO2 capture & storage,1975,0.0,2
United States,CO2 capture & storage,1976,0.0,1
United States,CO2 capture & storage,1977,0.0,3
United States,CO2 capture & storage,1978,0.0,2
United States,CO2 capture & storage,1980,0.0,2
United States,CO2 capture & storage,1981,0.0,3
United States,CO2 capture & storage,1982,0.0,2
United States,CO2 capture & storage,1983,0.0,1
United States,CO2 capture & storage,1984,0.0,2
United States,CO2 capture & storage,1985,0.0,3
United States,CO2 capture & storage,1986,0.0,2
United States,CO2 capture & storage,1987,0.0,3
United States,CO2 capture & storage,1988,0.0,2
United States,CO2 capture & storage,1989,0.0,5
United States,CO2 capture & storage,1990,0.0,3
United States,CO2 capture & storage,1991,0.0,6
United States,CO2 capture & storage,1992,0.0,10
United States,CO2 capture & storage,1993,0.0,23
United States,CO2 capture & storage,1994,0.0,17
United States,CO2 capture & storage,1995,0.0,23
United States,CO2 capture & storage,1996,0.0,20
United States,CO2 capture & storage,1997,0.0,38
United States,CO2 capture & storage,1998,0.0,34
United States,CO2 capture & storage,1999,0.0,55
United States,CO2 capture & storage,2000,0.0,120
United States,CO2 capture & storage,2001,0.0,154
United States,CO2 capture & storage,2002,0.0,169
United States,CO2 capture & storage,2003,0.0,283
United States,CO2 capture & storage,2004,62.453,281
United States,CO2 capture & storage,2005,96.551,354
United States,CO2 capture & storage,2006,203.084,339
United States,CO2 capture & storage,2007,177.099,432
United States,CO2 capture & storage,2008,274.385,573
United States,CO2 capture & storage,2009,3147.118,912
United States,CO2 capture & storage,2010,314.85,924
United States,CO2 capture & storage,2011,397.583,1266
United States,CO2 capture & storage,2012,241.191,1423
United States,CO2 capture & storage,2013,225.61,1683
United States,CO2 capture & storage,2014,253.298,1758
United States,CO2 capture & storage,2015,234.783,1685
Australia,Geothermal,1979,0.0,4
Australia,Geothermal,1980,0.0,5
Australia,Geothermal,1981,0.0,1
Australia,Geothermal,1983,0.162,1
Australia,Geothermal,1989,0.0,2
Australia,Geothermal,1993,0.0,2
Australia,Geothermal,1999,6.398,5
Australia,Geothermal,2001,4.954,2
Australia,Geothermal,2003,7.502,3
Australia,Geothermal,2004,2.135,7
Australia,Geothermal,2005,1.503,4
Australia,Geothermal,2006,1.445,10
Australia,Geothermal,2007,1.572,4
Australia,Geothermal,2008,1.71,12
Australia,Geothermal,2009,7.952,23
Australia,Geothermal,2010,8.989,34
Australia,Geothermal,2011,0.333,42
Australia,Geothermal,2012,63.295,56
Australia,Geothermal,2013,96.101,61
Australia,Geothermal,2014,0.181,50
Australia,Geothermal,2015,0.557,61
Australia,Geothermal,2016,0.539,56
Australia,Geothermal,2017,0.565,68
Australia,Geothermal,2018,0.486,92
Australia,Geothermal,2019,0.247,81
Australia,Geothermal,2020,0.115,116
Australia,Geothermal,2021,0.081,110
Australia,Geothermal,2022,1.315,112
Australia,Geothermal,2023,0.144,182
Austria,Geothermal,1977,0.444,1
Austria,Geothermal,1980,0.898,1
Austria,Geothermal,1985,0.0,1
Austria,Geothermal,1986,0.0,1
Austria,Geothermal,1992,0.096,1
Austria,Geothermal,2001,0.162,1
Austria,Geothermal,2002,0.284,1
Austria,Geothermal,2003,0.018,2
Austria,Geothermal,2006,0.0,2
Austria,Geothermal,2007,0.006,4
Austria,Geothermal,2008,1.704,2
Austria,Geothermal,2009,0.722,5
Austria,Geothermal,2010,1.15,9
Austria,Geothermal,2011,0.111,3
Austria,Geothermal,2012,2.109,3
Austria,Geothermal,2013,1.46,7
Austria,Geothermal,2014,1.593,14
Austria,Geothermal,2015,1.192,10
Austria,Geothermal,2016,1.371,19
Austria,Geothermal,2017,1.358,24
Austria,Geothermal,2018,2.555,21
Austria,Geothermal,2019,0.027,23
Austria,Geothermal,2020,0.849,35
Austria,Geothermal,2021,0.916,33
Austria,Geothermal,2022,3.093,52
Austria,Geothermal,2023,2.374,50
Belgium,Geothermal,1980,5.951,3
Belgium,Geothermal,1981,14.624,2
Belgium,Geothermal,1982,1.602,1
Belgium,Geothermal,1985,0.0,3
Belgium,Geothermal,1989,0.15,1
Belgium,Geothermal,1996,0.0,3
Belgium,Geothermal,1998,0.0,2
Belgium,Geothermal,1999,0.0,4
Belgium,Geothermal,2007,1.019,6
Belgium,Geothermal,2010,0.0,7
Belgium,Geothermal,2011,1.099,7
Belgium,Geothermal,2012,1.307,12
Belgium,Geothermal,2013,2.131,19
Belgium,Geothermal,2014,3.221,23
Belgium,Geothermal,2015,0.886,29
Belgium,Geothermal,2016,0.254,26
Belgium,Geothermal,2017,4.849,26
Belgium,Geothermal,2018,0.471,35
Belgium,Geothermal,2019,1.169,40
Belgium,Geothermal,2020,0.628,48
Belgium,Geothermal,2021,0.0,63
Belgium,Geothermal,2022,1.809,53
Belgium,Geothermal,2023,2.194,78
Brazil,Geothermal,2022,0.389,37
Brazil,Geothermal,2023,0.37,76
Canada,Geothermal,1974,0.501,3
Canada,Geothermal,1975,0.451,6
Canada,Geothermal,1976,0.83,7
Canada,Geothermal,1977,1.555,8
Canada,Geothermal,1978,6.188,8
Canada,Geothermal,1979,8.267,3
Canada,Geothermal,1980,3.305,11
Canada,Geothermal,1981,6.539,7
Canada,Geothermal,1982,3.255,3
Canada,Geothermal,1983,3.431,6
Canada,Geothermal,1984,3.427,7
Canada,Geothermal,1985,1.106,4
Canada,Geothermal,1986,0.429,6
Canada,Geothermal,1987,0.409,1
Canada,Geothermal,1988,0.391,5
Canada,Geothermal,1989,0.374,3
Canada,Geothermal,1990,0.362,5
Canada,Geothermal,1991,0.351,3
Canada,Geothermal,1992,0.0,1
Canada,Geothermal,1993,0.171,5
Canada,Geothermal,1994,0.168,2
Canada,Geothermal,1996,0.0,6
Canada,Geothermal,1997,0.0,2
Canada,Geothermal,1998,0.164,2
Canada,Geothermal,1999,0.175,5
Canada,Geothermal,2000,0.443,4
Canada,Geothermal,2001,0.513,4
Canada,Geothermal,2002,1.093,4
Canada,Geothermal,2003,1.987,7
Canada,Geothermal,2004,1.875,4
Canada,Geothermal,2005,1.048,8
Canada,Geothermal,2006,0.663,10
Canada,Geothermal,2007,0.61,6
Canada,Geothermal,2008,2.076,17
Canada,Geothermal,2009,3.251,30
Canada,Geothermal,2010,2.257,18
Canada,Geothermal,2011,2.765,29
Canada,Geothermal,2012,1.998,40
Canada,Geothermal,2013,3.299,48
Canada,Geothermal,2014,3.126,63
Canada,Geothermal,2015,2.152,40
Canada,Geothermal,2016,1.089,63
Canada,Geothermal,2017,3.596,66
Canada,Geothermal,2018,5.425,87
Canada,Geothermal,2019,18.156,103
Canada,Geothermal,2020,9.316,139
Canada,Geothermal,2021,6.14,210
Canada,Geothermal,2022,6.649,150
Canada,Geothermal,2023,5.678,211
Chile,Geothermal,2016,0.0,5
Chile,Geothermal,2017,0.0,9
Chile,Geothermal,2018,0.0,9
Chile,Geothermal,2019,0.028,14
Chile,Geothermal,2020,0.0,16
Chile,Geothermal,2021,0.0,21
Chile,Geothermal,2022,0.0,18
Chile,Geothermal,2023,0.0,27
Czech Republic,Geothermal,2004,0.0,2
Czech Republic,Geothermal,2005,0.0,1
Czech Republic,Geothermal,2006,0.0,1
Czech Republic,Geothermal,2008,2.247,2
Czech Republic,Geothermal,2009,2.224,3
Czech Republic,Geothermal,2010,0.0,6
Czech Republic,Geothermal,2013,0.401,8
Czech Republic,Geothermal,2014,0.578,9
Czech Republic,Geothermal,2015,1.625,8
Czech Republic,Geothermal,2016,1.921,7
Czech Republic,Geothermal,2017,1.678,18
Czech Republic,Geothermal,2018,1.34,11
Czech Republic,Geothermal,2019,1.601,20
Czech Republic,Geothermal,2020,0.417,30
Czech Republic,Geothermal,2021,1.822,36
Czech Republic,Geothermal,2022,1.597,31
Czech Republic,Geothermal,2023,1.021,57
Denmark,Geothermal,1978,6.482,1
Denmark,Geothermal,1979,25.66,1
Denmark,Geothermal,1983,0.0,1
Denmark,Geothermal,1984,0.0,1
Denmark,Geothermal,1989,0.0,2
Denmark,Geothermal,1999,0.0,1
Denmark,Geothermal,2001,0.0,2
Denmark,Geothermal,2002,0.0,3
Denmark,Geothermal,2003,0.0,5
Denmark,Geothermal,2004,0.0,4
Denmark,Geothermal,2006,0.0,4
Denmark,Geothermal,2007,0.0,7
Denmark,Geothermal,2008,0.0,8
Denmark,Geothermal,2009,3.343,5
Denmark,Geothermal,2011,0.0,16
Denmark,Geothermal,2012,0.489,15
Denmark,Geothermal,2013,0.0,30
Denmark,Geothermal,2015,2.486,29
Denmark,Geothermal,2016,3.425,39
Denmark,Geothermal,2017,1.964,50
Denmark,Geothermal,2018,2.609,63
Denmark,Geothermal,2019,0.0,64
Denmark,Geothermal,2021,0.0,88
Denmark,Geothermal,2022,0.407,90
Denmark,Geothermal,2023,0.0,96
Estonia,Geothermal,2012,0.0,1
Estonia,Geothermal,2020,0.0,6
Estonia,Geothermal,2021,0.0,7
Finland,Geothermal,1993,0.0,1
Finland,Geothermal,1997,0.0,1
Finland,Geothermal,2002,0.0,1
Finland,Geothermal,2003,0.0,4
Finland,Geothermal,2004,0.0,1
Finland,Geothermal,2005,0.0,2
Finland,Geothermal,2007,0.0,2
Finland,Geothermal,2008,0.0,4
Finland,Geothermal,2010,0.0,2
Finland,Geothermal,2011,0.0,5
Finland,Geothermal,2012,0.0,4
Finland,Geothermal,2013,0.0,14
Finland,Geothermal,2021,0.969,58
Finland,Geothermal,2022,1.478,50
Finland,Geothermal,2023,1.509,69
France,Geothermal,1985,7.612,6
France,Geothermal,1986,5.811,2
France,Geothermal,1987,5.212,1
France,Geothermal,1988,3.861,3
France,Geothermal,1989,3.636,6
France,Geothermal,1991,4.159,3
France,Geothermal,1992,4.555,1
France,Geothermal,1993,4.126,2
France,Geothermal,1994,2.759,2
France,Geothermal,1995,2.735,4
France,Geothermal,1997,1.84,3
France,Geothermal,1998,0.792,6
France,Geothermal,1999,2.744,7
France,Geothermal,2000,1.557,10
France,Geothermal,2001,8.291,4
France,Geothermal,2002,10.533,2
France,Geothermal,2003,15.82,8
France,Geothermal,2004,14.363,11
France,Geothermal,2005,16.906,5
France,Geothermal,2006,7.43,11
France,Geothermal,2007,10.278,20
France,Geothermal,2008,9.929,15
France,Geothermal,2009,18.878,19
France,Geothermal,2010,1.225,26
France,Geothermal,2011,8.28,34
France,Geothermal,2012,6.595,43
France,Geothermal,2013,8.874,48
France,Geothermal,2014,9.808,61
France,Geothermal,2015,15.103,63
France,Geothermal,2016,11.011,72
France,Geothermal,2017,10.094,79
France,Geothermal,2018,17.04,126
France,Geothermal,2019,16.321,148
France,Geothermal,2020,22.145,168
France,Geothermal,2021,17.019,221
France,Geothermal,2022,16.933,158
France,Geothermal,2023,17.623,268
Germany,Geothermal,1975,0.961,3
Germany,Geothermal,1976,4.64,2
Germany,Geothermal,1977,4.501,2
Germany,Geothermal,1978,19.555,2
Germany,Geothermal,1979,14.791,4
Germany,Geothermal,1980,29.596,6
Germany,Geothermal,1981,26.435,2
Germany,Geothermal,1982,30.718,2
Germany,Geothermal,1983,14.511,4
Germany,Geothermal,1984,18.828,1
Germany,Geothermal,1987,3.992,3
Germany,Geothermal,1988,2.987,3
Germany,Geothermal,1989,4.151,10
Germany,Geothermal,1990,8.332,6
Germany,Geothermal,1991,8.688,7
Germany,Geothermal,1992,6.164,2
Germany,Geothermal,1993,5.473,1
Germany,Geothermal,1994,6.584,1
Germany,Geothermal,1995,4.274,7
Germany,Geothermal,1996,4.792,5
Germany,Geothermal,1997,4.213,5
Germany,Geothermal,1998,3.73,3
Germany,Geothermal,1999,3.706,7
Germany,Geothermal,2000,5.081,6
Germany,Geothermal,2001,15.681,11
Germany,Geothermal,2002,21.472,7
Germany,Geothermal,2003,24.147,16
Germany,Geothermal,2004,12.357,9
Germany,Geothermal,2005,22.201,23
Germany,Geothermal,2006,28.993,12
Germany,Geothermal,2007,30.011,28
Germany,Geothermal,2008,14.954,23
Germany,Geothermal,2009,27.391,36
Germany,Geothermal,2010,19.405,55
Germany,Geothermal,2011,34.926,47
Germany,Geothermal,2012,39.787,55
Germany,Geothermal,2013,32.072,135
Germany,Geothermal,2014,28.6,130
Germany,Geothermal,2015,24.196,129
Germany,Geothermal,2016,22.41,124
Germany,Geothermal,2017,29.038,159
Germany,Geothermal,2018,26.57,147
Germany,Geothermal,2019,23.462,195
Germany,Geothermal,2020,25.616,293
Germany,Geothermal,2021,40.321,406
Germany,Geothermal,2022,39.919,382
Germany,Geothermal,2023,22.779,442
Greece,Geothermal,1980,14.011,2
Greece,Geothermal,1981,29.919,1
Greece,Geothermal,1983,3.696,1
Greece,Geothermal,1985,15.775,1
Greece,Geothermal,1987,3.853,1
Greece,Geothermal,1989,5.966,1
Greece,Geothermal,1992,0.0,1
Greece,Geothermal,1993,0.0,2
Greece,Geothermal,1995,2.749,1
Greece,Geothermal,1997,5.309,1
Hungary,Geothermal,2000,0.019,1
Hungary,Geothermal,2001,0.0,2
Hungary,Geothermal,2003,0.0,4
Hungary,Geothermal,2005,0.0,1
Hungary,Geothermal,2007,0.0,2
Hungary,Geothermal,2008,0.0,5
Hungary,Geothermal,2009,0.0,3
Hungary,Geothermal,2010,0.0,6
Hungary,Geothermal,2011,0.0,11
Hungary,Geothermal,2012,0.0,13
Hungary,Geothermal,2019,0.0,33
Hungary,Geothermal,2020,3.271,29
Hungary,Geothermal,2021,0.832,58
Hungary,Geothermal,2022,0.139,44
Hungary,Geothermal,2023,0.0,67
Ireland,Geothermal,1979,0.0,2
Ireland,Geothermal,1980,0.086,1
Ireland,Geothermal,1981,0.709,1
Ireland,Geothermal,1982,0.852,1
Ireland,Geothermal,1986,0.452,2
Ireland,Geothermal,2003,0.0,3
Ireland,Geothermal,2009,0.778,2
Ireland,Geothermal,2010,0.667,2
Ireland,Geothermal,2011,0.047,5
Ireland,Geothermal,2012,0.017,8
Ireland,Geothermal,2013,0.392,6
Ireland,Geothermal,2014,0.361,9
Ireland,Geothermal,2015,0.194,7
Ireland,Geothermal,2016,0.534,6
Ireland,Geothermal,2017,0.278,14
Ireland,Geothermal,2018,0.274,5
Ireland,Geothermal,2019,0.671,17
Ireland,Geothermal,2020,0.557,20
Ireland,Geothermal,2021,1.744,27
Ireland,Geothermal,2022,2.351,19
Ireland,Geothermal,2023,2.602,29
Italy,Geothermal,1977,3.193,2
Italy,Geothermal,1978,6.622,1
Italy,Geothermal,1980,13.837,3
Italy,Geothermal,1981,0.0,2
Italy,Geothermal,1982,0.0,1
Italy,Geothermal,1984,8.932,1
Italy,Geothermal,1985,1.595,3
Italy,Geothermal,1986,7.892,5
Italy,Geothermal,1987,7.342,1
Italy,Geothermal,1988,4.615,6
Italy,Geothermal,1993,0.0,3
Italy,Geothermal,1994,0.0,1
Italy,Geothermal,1996,0.0,2
Italy,Geothermal,1997,0.0,5
Italy,Geothermal,1998,0.0,4
Italy,Geothermal,2000,0.0,6
Italy,Geothermal,2001,0.0,5
Italy,Geothermal,2002,0.0,9
Italy,Geothermal,2003,0.0,3
Italy,Geothermal,2004,0.0,6
Italy,Geothermal,2005,0.0,8
Italy,Geothermal,2006,0.0,7
Italy,Geothermal,2007,2.202,9
Italy,Geothermal,2008,0.0,9
Italy,Geothermal,2009,4.231,14
Italy,Geothermal,2011,22.413,29
Italy,Geothermal,2012,30.759,40
Italy,Geothermal,2013,30.066,68
Italy,Geothermal,2014,12.345,66
Italy,Geothermal,2015,12.908,78
Italy,Geothermal,2016,10.252,88
Italy,Geothermal,2017,10.364,110
Italy,Geothermal,2018,10.819,143
Italy,Geothermal,2019,12.674,149
Italy,Geothermal,2020,12.397,216
Japan,Geothermal,1974,14.681,2
Japan,Geothermal,1975,31.799,2
Japan,Geothermal,1976,40.614,3
Japan,Geothermal,1977,41.865,1
Japan,Geothermal,1978,48.811,5
Japan,Geothermal,1979,47.109,5
Japan,Geothermal,1980,119.482,1
Japan,Geothermal,1981,119.573,2
Japan,Geothermal,1982,120.976,3
Japan,Geothermal,1983,105.406,12
Japan,Geothermal,1984,81.243,7
Japan,Geothermal,1985,59.568,9
Japan,Geothermal,1986,68.507,5
Japan,Geothermal,1987,58.491,3
Japan,Geothermal,1988,61.643,1
Japan,Geothermal,1989,59.618,5
Japan,Geothermal,1990,58.128,6
Japan,Geothermal,1991,55.017,8
Japan,Geothermal,1992,50.598,7
Japan,Geothermal,1993,47.251,4
Japan,Geothermal,1994,38.489,6
Japan,Geothermal,1995,39.712,5
Japan,Geothermal,1996,39.372,5
Japan,Geothermal,1997,38.031,8
Japan,Geothermal,1998,33.642,8
Japan,Geothermal,1999,33.981,10
Japan,Geothermal,2000,27.98,19
Japan,Geothermal,2001,25.358,15
Japan,Geothermal,2002,19.211,11
Japan,Geothermal,2003,0.0,19
Japan,Geothermal,2004,0.0,22
Japan,Geothermal,2005,0.0,22
Japan,Geothermal,2006,0.0,30
Japan,Geothermal,2007,0.0,41
Japan,Geothermal,2008,0.0,29
Japan,Geothermal,2009,0.0,32
Japan,Geothermal,2010,0.0,28
Japan,Geothermal,2011,0.0,37
Japan,Geothermal,2012,0.0,54
Japan,Geothermal,2013,11.573,69
Japan,Geothermal,2014,18.573,62
Japan,Geothermal,2015,34.963,77
Japan,Geothermal,2016,21.614,65
Japan,Geothermal,2017,25.723,79
Japan,Geothermal,2018,33.602,88
Japan,Geothermal,2019,20.86,86
Japan,Geothermal,2020,24.449,103
Japan,Geothermal,2021,24.472,137
Japan,Geothermal,2022,26.424,121
Japan,Geothermal,2023,17.938,133
Korea,Geothermal,2002,0.0,2
Korea,Geothermal,2005,3.896,1
Korea,Geothermal,2006,5.922,2
Korea,Geothermal,2007,8.256,3
Korea,Geothermal,2008,6.903,5
Korea,Geothermal,2009,6.003,7
Korea,Geothermal,2010,12.708,11
Korea,Geothermal,2011,11.54,18
Korea,Geothermal,2012,15.927,36
Korea,Geothermal,2013,7.069,42
Korea,Geothermal,2014,13.758,40
Korea,Geothermal,2015,10.767,36
Korea,Geothermal,2016,8.089,28
Korea,Geothermal,2017,4.664,33
Korea,Geothermal,2018,7.389,43
Korea,Geothermal,2019,3.075,46
Korea,Geothermal,2020,3.004,69
Korea,Geothermal,2021,6.027,76
Korea,Geothermal,2022,0.784,82
Korea,Geothermal,2023,1.665,122
Latvia,Geothermal,2019,0.0,10
Lithuania,Geothermal,2019,0.011,9
Lithuania,Geothermal,2022,0.0,15
Lithuania,Geothermal,2023,0.0,23
Luxembourg,Geothermal,2011,0.0,1
Mexico,Geothermal,2013,1.151,16
Mexico,Geothermal,2014,65.68,7
Mexico,Geothermal,2015,21.054,19
Mexico,Geothermal,2016,30.286,18
Mexico,Geothermal,2017,20.134,16
Mexico,Geothermal,2018,19.797,19
Mexico,Geothermal,2019,2.326,50
Mexico,Geothermal,2020,6.932,34
Mexico,Geothermal,2021,3.923,45
Mexico,Geothermal,2022,0.0,62
Mexico,Geothermal,2023,0.0,75
Netherlands,Geothermal,1974,0.0,1
Netherlands,Geothermal,1975,0.0,1
Netherlands,Geothermal,1977,0.715,2
Netherlands,Geothermal,1979,0.324,3
Netherlands,Geothermal,1980,0.61,2
Netherlands,Geothermal,1983,6.696,1
Netherlands,Geothermal,1985,0.645,1
Netherlands,Geothermal,1986,5.047,2
Netherlands,Geothermal,1991,9.197,1
Netherlands,Geothermal,1993,2.328,1
Netherlands,Geothermal,1994,0.463,1
Netherlands,Geothermal,1995,0.113,1
Netherlands,Geothermal,1996,0.0,2
Netherlands,Geothermal,1998,1.292,2
Netherlands,Geothermal,1999,2.444,3
Netherlands,Geothermal,2000,0.0,3
Netherlands,Geothermal,2001,0.0,1
Netherlands,Geothermal,2002,6.347,2
Netherlands,Geothermal,2003,0.0,2
Netherlands,Geothermal,2005,0.0,3
Netherlands,Geothermal,2006,0.0,6
Netherlands,Geothermal,2009,0.184,12
Netherlands,Geothermal,2010,1.782,19
Netherlands,Geothermal,2011,1.522,16
Netherlands,Geothermal,2012,0.435,27
Netherlands,Geothermal,2013,0.42,35
Netherlands,Geothermal,2014,14.75,37
Netherlands,Geothermal,2015,2.813,52
Netherlands,Geothermal,2016,14.94,46
Netherlands,Geothermal,2017,19.953,59
Netherlands,Geothermal,2018,36.507,89
Netherlands,Geothermal,2019,17.76,100
Netherlands,Geothermal,2020,5.709,121
Netherlands,Geothermal,2021,7.295,130
Netherlands,Geothermal,2022,27.67,135
Netherlands,Geothermal,2023,5.375,163
New Zealand,Geothermal,1979,7.406,1
New Zealand,Geothermal,1980,10.282,3
New Zealand,Geothermal,1982,6.05,2
New Zealand,Geothermal,1983,5.8,2
New Zealand,Geothermal,1984,6.708,4
New Zealand,Geothermal,1985,4.797,3
New Zealand,Geothermal,1986,1.91,2
New Zealand,Geothermal,1993,1.787,3
New Zealand,Geothermal,1994,1.913,1
New Zealand,Geothermal,1995,1.888,1
New Zealand,Geothermal,1996,1.882,4
New Zealand,Geothermal,1997,1.86,3
New Zealand,Geothermal,1998,2.436,2
New Zealand,Geothermal,2000,1.606,1
New Zealand,Geothermal,2001,2.616,2
New Zealand,Geothermal,2003,1.352,3
New Zealand,Geothermal,2004,1.311,1
New Zealand,Geothermal,2005,1.289,3
New Zealand,Geothermal,2006,1.548,2
New Zealand,Geothermal,2007,2.626,7
New Zealand,Geothermal,2008,4.078,8
New Zealand,Geothermal,2009,5.011,11
New Zealand,Geothermal,2010,4.923,12
New Zealand,Geothermal,2011,4.493,11
New Zealand,Geothermal,2012,4.505,9
New Zealand,Geothermal,2013,5.27,14
New Zealand,Geothermal,2014,5.026,21
New Zealand,Geothermal,2015,5.677,31
New Zealand,Geothermal,2016,5.587,17
New Zealand,Geothermal,2017,5.339,23
New Zealand,Geothermal,2018,6.482,20
New Zealand,Geothermal,2019,8.993,33
New Zealand,Geothermal,2020,4.708,39
New Zealand,Geothermal,2021,4.636,33
New Zealand,Geothermal,2022,4.403,31
New Zealand,Geothermal,2023,1.759,33
Norway,Geothermal,1976,0.0,1
Norway,Geothermal,1977,0.0,1
Norway,Geothermal,1978,0.0,1
Norway,Geothermal,1980,0.0,1
Norway,Geothermal,1982,0.0,1
Norway,Geothermal,1983,0.0,2
Norway,Geothermal,1985,0.0,1
Norway,Geothermal,1987,0.0,2
Norway,Geothermal,1992,0.0,1
Norway,Geothermal,1996,0.0,1
Norway,Geothermal,1998,0.421,1
Norway,Geothermal,1999,0.0,1
Norway,Geothermal,2000,0.0,1
Norway,Geothermal,2001,0.0,1
Norway,Geothermal,2002,0.0,2
Norway,Geothermal,2003,0.256,2
Norway,Geothermal,2004,0.0,4
Norway,Geothermal,2005,0.0,5
Norway,Geothermal,2006,0.0,2
Norway,Geothermal,2007,0.0,3
Norway,Geothermal,2008,0.0,5
Norway,Geothermal,2012,0.485,10
Norway,Geothermal,2013,0.315,16
Norway,Geothermal,2015,0.0,25
Norway,Geothermal,2016,1.316,24
Norway,Geothermal,2017,1.772,28
Norway,Geothermal,2018,2.324,43
Norway,Geothermal,2019,2.411,49
Norway,Geothermal,2020,1.954,61
Norway,Geothermal,2021,1.727,74
Norway,Geothermal,2022,1.716,72
Norway,Geothermal,2023,3.129,110
Poland,Geothermal,2009,0.044,3
Poland,Geothermal,2010,0.281,12
Poland,Geothermal,2011,0.211,13
Poland,Geothermal,2012,0.106,23
Poland,Geothermal,2013,0.942,16
Poland,Geothermal,2014,1.233,32
Poland,Geothermal,2015,1.206,42
Poland,Geothermal,2016,0.803,43
Poland,Geothermal,2017,0.631,54
Poland,Geothermal,2018,0.247,89
Poland,Geothermal,2019,0.258,91
Poland,Geothermal,2020,0.965,123
Poland,Geothermal,2021,1.584,171
Poland,Geothermal,2022,9.189,136
Poland,Geothermal,2023,8.86,186
Portugal,Geothermal,1988,0.175,1
Portugal,Geothermal,1989,0.322,1
Portugal,Geothermal,1995,0.083,1
Portugal,Geothermal,1999,0.97,1
Portugal,Geothermal,2002,0.065,1
Portugal,Geothermal,2007,0.059,2
Portugal,Geothermal,2008,0.005,1
Portugal,Geothermal,2009,0.0,1
Portugal,Geothermal,2011,0.0,2
Portugal,Geothermal,2012,0.0,9
Portugal,Geothermal,2013,0.542,7
Portugal,Geothermal,2014,0.241,8
Portugal,Geothermal,2015,0.579,7
Republic of Türkiye,Geothermal,1986,0.0,2
Republic of Türkiye,Geothermal,1988,0.0,4
Republic of Türkiye,Geothermal,1991,0.0,2
Republic of Türkiye,Geothermal,1993,0.656,1
