country,technology,year,spending_usd_ppp_millions,pub_count
Australia,Biofuels,1987,0.0,1
Australia,Biofuels,1989,0.851,1
Australia,Biofuels,1993,0.799,2
Australia,Biofuels,1995,3.227,2
Australia,Biofuels,1997,4.97,6
Australia,Biofuels,2001,0.0,4
Australia,Biofuels,2003,0.0,14
Australia,Biofuels,2004,12.199,9
Australia,Biofuels,2005,1.615,11
Australia,Biofuels,2006,2.316,16
Australia,Biofuels,2007,7.514,65
Australia,Biofuels,2008,6.112,79
Australia,Biofuels,2009,9.156,116
Australia,Biofuels,2010,12.632,154
Australia,Biofuels,2011,121.741,199
Australia,Biofuels,2012,37.174,324
Australia,Biofuels,2013,55.347,388
Australia,Biofuels,2014,6.299,416
Australia,Biofuels,2015,5.514,497
Australia,Biofuels,2016,6.271,525
Australia,Biofuels,2017,5.075,560
Australia,Biofuels,2018,5.923,568
Australia,Biofuels,2019,13.313,711
Australia,Biofuels,2020,4.957,847
Australia,Biofuels,2021,6.256,864
Australia,Biofuels,2022,1.249,919
Australia,Biofuels,2023,0.928,1190
Austria,Biofuels,1984,7.078,1
Austria,Biofuels,1988,9.176,1
Austria,Biofuels,1991,6.986,2
Austria,Biofuels,1992,4.553,2
Austria,Biofuels,1994,8.627,2
Austria,Biofuels,1995,10.796,4
Austria,Biofuels,1996,7.574,10
Austria,Biofuels,1997,9.769,5
Austria,Biofuels,1998,10.71,7
Austria,Biofuels,1999,15.837,7
Austria,Biofuels,2000,8.183,3
Austria,Biofuels,2001,11.345,9
Austria,Biofuels,2002,13.219,8
Austria,Biofuels,2003,11.771,9
Austria,Biofuels,2004,15.743,9
Austria,Biofuels,2005,20.131,12
Austria,Biofuels,2006,23.689,25
Austria,Biofuels,2007,24.035,29
Austria,Biofuels,2008,34.379,49
Austria,Biofuels,2009,39.583,79
Austria,Biofuels,2010,28.24,83
Austria,Biofuels,2011,25.721,103
Austria,Biofuels,2012,25.796,123
Austria,Biofuels,2013,15.523,169
Austria,Biofuels,2014,16.992,182
Austria,Biofuels,2015,17.961,168
Austria,Biofuels,2016,19.278,246
Austria,Biofuels,2017,15.516,240
Austria,Biofuels,2018,13.207,290
Austria,Biofuels,2019,17.007,315
Austria,Biofuels,2020,16.667,352
Austria,Biofuels,2021,13.593,364
Austria,Biofuels,2022,14.994,381
Austria,Biofuels,2023,24.763,485
Belgium,Biofuels,1976,1.029,1
Belgium,Biofuels,1979,2.963,1
Belgium,Biofuels,1981,5.021,1
Belgium,Biofuels,1986,1.957,1
Belgium,Biofuels,1991,0.412,1
Belgium,Biofuels,1992,3.386,1
Belgium,Biofuels,1994,4.166,1
Belgium,Biofuels,1995,4.551,2
Belgium,Biofuels,1996,1.649,2
Belgium,Biofuels,1997,1.63,1
Belgium,Biofuels,1998,1.205,3
Belgium,Biofuels,1999,0.119,1
Belgium,Biofuels,2007,7.443,34
Belgium,Biofuels,2010,0.0,88
Belgium,Biofuels,2011,5.878,125
Belgium,Biofuels,2012,9.397,150
Belgium,Biofuels,2013,14.202,159
Belgium,Biofuels,2014,18.915,177
Belgium,Biofuels,2015,10.048,226
Belgium,Biofuels,2016,11.924,225
Belgium,Biofuels,2017,8.572,266
Belgium,Biofuels,2018,7.511,279
Belgium,Biofuels,2019,1.415,288
Belgium,Biofuels,2020,5.728,391
Belgium,Biofuels,2021,0.185,450
Belgium,Biofuels,2022,5.197,448
Belgium,Biofuels,2023,7.608,618
Brazil,Biofuels,2018,136.771,1874
Brazil,Biofuels,2019,143.408,2120
Brazil,Biofuels,2020,118.608,2286
Brazil,Biofuels,2021,99.716,2420
Brazil,Biofuels,2022,103.178,2375
Brazil,Biofuels,2023,110.396,2953
Canada,Biofuels,1977,8.944,2
Canada,Biofuels,1978,28.028,1
Canada,Biofuels,1981,54.496,1
Canada,Biofuels,1982,60.091,3
Canada,Biofuels,1983,65.845,3
Canada,Biofuels,1984,47.984,4
Canada,Biofuels,1986,22.512,3
Canada,Biofuels,1987,20.459,4
Canada,Biofuels,1988,18.005,5
Canada,Biofuels,1989,17.2,3
Canada,Biofuels,1990,12.12,5
Canada,Biofuels,1991,11.585,2
Canada,Biofuels,1992,10.725,5
Canada,Biofuels,1993,10.418,3
Canada,Biofuels,1994,12.962,5
Canada,Biofuels,1995,12.675,7
Canada,Biofuels,1996,12.858,7
Canada,Biofuels,1997,8.531,5
Canada,Biofuels,1998,9.459,2
Canada,Biofuels,1999,9.385,8
Canada,Biofuels,2000,15.888,9
Canada,Biofuels,2001,13.722,9
Canada,Biofuels,2002,20.266,13
Canada,Biofuels,2003,29.304,17
Canada,Biofuels,2004,19.485,25
Canada,Biofuels,2005,30.325,38
Canada,Biofuels,2006,66.448,59
Canada,Biofuels,2007,55.462,83
Canada,Biofuels,2008,64.14,121
Canada,Biofuels,2009,72.836,181
Canada,Biofuels,2010,73.605,255
Canada,Biofuels,2011,85.223,369
Canada,Biofuels,2012,154.536,414
Canada,Biofuels,2013,53.233,460
Canada,Biofuels,2014,38.774,525
Canada,Biofuels,2015,92.535,539
Canada,Biofuels,2016,88.053,590
Canada,Biofuels,2017,55.455,619
Canada,Biofuels,2018,47.249,705
Canada,Biofuels,2019,53.365,637
Canada,Biofuels,2020,65.613,861
Canada,Biofuels,2021,65.429,1097
Canada,Biofuels,2022,72.01,949
Canada,Biofuels,2023,65.888,1225
Chile,Biofuels,2014,4.161,60
Chile,Biofuels,2015,4.424,85
Chile,Biofuels,2016,0.0,79
Chile,Biofuels,2017,0.0,94
Chile,Biofuels,2018,0.0,94
Chile,Biofuels,2019,0.577,104
Chile,Biofuels,2020,0.0,166
Chile,Biofuels,2021,0.0,169
Chile,Biofuels,2022,0.0,172
Chile,Biofuels,2023,0.0,274
Czech Republic,Biofuels,2003,0.0,4
Czech Republic,Biofuels,2004,0.0,5
Czech Republic,Biofuels,2005,1.53,9
Czech Republic,Biofuels,2006,2.91,8
Czech Republic,Biofuels,2007,2.227,12
Czech Republic,Biofuels,2008,12.615,22
Czech Republic,Biofuels,2009,15.551,30
Czech Republic,Biofuels,2010,17.38,39
Czech Republic,Biofuels,2011,18.858,60
Czech Republic,Biofuels,2012,15.112,91
Czech Republic,Biofuels,2013,7.229,124
Czech Republic,Biofuels,2014,5.548,126
Czech Republic,Biofuels,2015,8.182,137
Czech Republic,Biofuels,2016,7.31,139
Czech Republic,Biofuels,2017,6.766,180
Czech Republic,Biofuels,2018,8.331,186
Czech Republic,Biofuels,2019,16.382,266
Czech Republic,Biofuels,2020,18.972,323
Czech Republic,Biofuels,2021,15.155,367
Czech Republic,Biofuels,2022,8.141,395
Czech Republic,Biofuels,2023,4.465,465
Denmark,Biofuels,1989,3.933,1
Denmark,Biofuels,1993,15.724,1
Denmark,Biofuels,1994,15.48,2
Denmark,Biofuels,1996,11.237,1
Denmark,Biofuels,1997,10.732,4
Denmark,Biofuels,1998,9.988,1
Denmark,Biofuels,1999,9.466,2
Denmark,Biofuels,2000,8.363,2
Denmark,Biofuels,2001,10.21,4
Denmark,Biofuels,2002,1.319,5
Denmark,Biofuels,2003,2.35,6
Denmark,Biofuels,2004,17.475,8
Denmark,Biofuels,2005,18.796,10
Denmark,Biofuels,2006,22.838,13
Denmark,Biofuels,2007,26.652,38
Denmark,Biofuels,2008,37.332,52
Denmark,Biofuels,2009,37.639,78
Denmark,Biofuels,2010,40.453,103
Denmark,Biofuels,2011,67.031,169
Denmark,Biofuels,2012,44.191,182
Denmark,Biofuels,2013,55.228,231
Denmark,Biofuels,2014,28.218,237
Denmark,Biofuels,2015,34.504,285
Denmark,Biofuels,2016,14.196,313
Denmark,Biofuels,2017,5.26,350
Denmark,Biofuels,2018,10.141,375
Denmark,Biofuels,2019,19.757,443
Denmark,Biofuels,2020,17.509,558
Denmark,Biofuels,2021,31.309,562
Denmark,Biofuels,2022,5.713,563
Denmark,Biofuels,2023,23.488,733
Estonia,Biofuels,2011,3.282,9
Estonia,Biofuels,2012,0.0,6
Estonia,Biofuels,2016,0.324,27
Estonia,Biofuels,2018,1.325,33
Estonia,Biofuels,2019,0.26,61
Estonia,Biofuels,2020,0.258,74
Estonia,Biofuels,2021,0.0,60
Finland,Biofuels,1992,3.068,2
Finland,Biofuels,1993,7.952,6
Finland,Biofuels,1995,9.575,1
Finland,Biofuels,1996,11.983,3
Finland,Biofuels,1997,19.14,7
Finland,Biofuels,1998,12.348,4
Finland,Biofuels,1999,13.755,3
Finland,Biofuels,2000,15.984,3
Finland,Biofuels,2001,13.377,7
Finland,Biofuels,2002,15.314,8
Finland,Biofuels,2003,17.409,16
Finland,Biofuels,2004,28.886,12
Finland,Biofuels,2005,19.668,16
Finland,Biofuels,2006,52.148,23
Finland,Biofuels,2007,53.82,20
Finland,Biofuels,2008,45.798,53
Finland,Biofuels,2009,34.991,62
Finland,Biofuels,2010,55.968,96
Finland,Biofuels,2011,73.481,137
Finland,Biofuels,2012,39.37,146
Finland,Biofuels,2013,36.069,153
Finland,Biofuels,2014,32.319,184
Finland,Biofuels,2015,42.705,229
Finland,Biofuels,2016,28.273,227
Finland,Biofuels,2017,23.157,262
Finland,Biofuels,2018,34.962,309
Finland,Biofuels,2019,19.924,473
Finland,Biofuels,2020,16.378,447
Finland,Biofuels,2021,13.614,472
Finland,Biofuels,2022,11.513,448
Finland,Biofuels,2023,9.544,535
France,Biofuels,1985,30.182,2
France,Biofuels,1987,12.402,1
France,Biofuels,1988,10.408,2
France,Biofuels,1989,4.82,2
France,Biofuels,1990,6.913,1
France,Biofuels,1991,5.995,2
France,Biofuels,1992,4.666,14
France,Biofuels,1993,1.484,8
France,Biofuels,1994,2.724,17
France,Biofuels,1995,3.622,10
France,Biofuels,1996,3.61,11
France,Biofuels,1997,1.84,7
France,Biofuels,1998,3.508,6
France,Biofuels,1999,8.915,5
France,Biofuels,2000,6.449,17
France,Biofuels,2001,5.237,8
France,Biofuels,2002,13.057,14
France,Biofuels,2003,11.032,21
France,Biofuels,2004,16.42,22
France,Biofuels,2005,29.283,53
France,Biofuels,2006,58.464,71
France,Biofuels,2007,77.711,83
France,Biofuels,2008,114.564,147
France,Biofuels,2009,231.726,212
France,Biofuels,2010,138.001,330
France,Biofuels,2011,164.145,379
France,Biofuels,2012,162.278,513
France,Biofuels,2013,209.268,557
France,Biofuels,2014,208.414,581
France,Biofuels,2015,187.531,661
France,Biofuels,2016,161.426,739
France,Biofuels,2017,117.292,812
France,Biofuels,2018,108.963,836
France,Biofuels,2019,113.158,1044
France,Biofuels,2020,109.178,1236
France,Biofuels,2021,105.87,1210
France,Biofuels,2022,99.534,1214
France,Biofuels,2023,85.536,1816
Germany,Biofuels,1976,0.0,3
Germany,Biofuels,1978,3.476,1
Germany,Biofuels,1979,0.0,1
Germany,Biofuels,1982,7.227,1
Germany,Biofuels,1983,5.768,1
Germany,Biofuels,1987,2.396,1
Germany,Biofuels,1988,0.314,3
Germany,Biofuels,1990,4.316,3
Germany,Biofuels,1991,11.929,2
Germany,Biofuels,1992,22.934,19
Germany,Biofuels,1993,23.798,16
Germany,Biofuels,1994,12.375,23
Germany,Biofuels,1995,3.438,3
Germany,Biofuels,1996,5.705,3
Germany,Biofuels,1997,10.131,9
Germany,Biofuels,1998,13.567,18
Germany,Biofuels,1999,4.003,6
Germany,Biofuels,2000,14.677,13
Germany,Biofuels,2001,8.712,18
Germany,Biofuels,2002,22.975,14
Germany,Biofuels,2003,15.886,42
Germany,Biofuels,2004,8.378,31
Germany,Biofuels,2005,22.008,47
Germany,Biofuels,2006,26.644,84
Germany,Biofuels,2007,30.353,109
Germany,Biofuels,2008,35.005,183
Germany,Biofuels,2009,53.928,271
Germany,Biofuels,2010,56.256,314
Germany,Biofuels,2011,77.614,414
Germany,Biofuels,2012,63.718,531
Germany,Biofuels,2013,63.362,624
Germany,Biofuels,2014,62.527,686
Germany,Biofuels,2015,63.137,781
Germany,Biofuels,2016,66.635,879
Germany,Biofuels,2017,57.66,999
Germany,Biofuels,2018,49.3,1073
Germany,Biofuels,2019,68.75,1192
Germany,Biofuels,2020,82.261,1632
Germany,Biofuels,2021,105.208,1702
Germany,Biofuels,2022,69.522,1739
Germany,Biofuels,2023,62.902,2106
Greece,Biofuels,1991,1.037,1
Greece,Biofuels,1993,0.959,1
Greece,Biofuels,1994,1.402,1
Greece,Biofuels,1995,2.467,4
Greece,Biofuels,1996,2.186,6
Greece,Biofuels,1997,1.539,1
Hungary,Biofuels,1996,0.11,1
Hungary,Biofuels,2000,1.41,1
Hungary,Biofuels,2002,3.85,2
Hungary,Biofuels,2003,4.771,6
Hungary,Biofuels,2004,9.654,6
Hungary,Biofuels,2005,12.258,3
Hungary,Biofuels,2006,13.886,6
Hungary,Biofuels,2007,14.865,18
Hungary,Biofuels,2008,14.184,25
Hungary,Biofuels,2009,14.805,37
Hungary,Biofuels,2010,14.439,41
Hungary,Biofuels,2011,14.166,56
Hungary,Biofuels,2012,13.215,62
Hungary,Biofuels,2019,0.0,160
Hungary,Biofuels,2020,0.855,225
Hungary,Biofuels,2021,13.55,215
Hungary,Biofuels,2022,0.0,264
Hungary,Biofuels,2023,0.944,367
Ireland,Biofuels,1984,1.224,2
Ireland,Biofuels,2002,0.189,1
Ireland,Biofuels,2003,0.572,3
Ireland,Biofuels,2004,2.433,4
Ireland,Biofuels,2005,1.803,8
Ireland,Biofuels,2006,7.904,9
Ireland,Biofuels,2007,12.57,11
Ireland,Biofuels,2008,23.22,29
Ireland,Biofuels,2009,7.29,35
Ireland,Biofuels,2010,6.563,46
Ireland,Biofuels,2011,6.61,55
Ireland,Biofuels,2012,3.879,65
Ireland,Biofuels,2013,4.1,85
Ireland,Biofuels,2014,5.11,90
Ireland,Biofuels,2015,16.924,104
Ireland,Biofuels,2016,2.385,86
Ireland,Biofuels,2017,3.119,115
Ireland,Biofuels,2018,3.499,127
Ireland,Biofuels,2019,3.481,119
Ireland,Biofuels,2020,3.534,202
Ireland,Biofuels,2021,4.238,227
Ireland,Biofuels,2022,2.619,219
Ireland,Biofuels,2023,3.633,234
Italy,Biofuels,1978,0.0,1
Italy,Biofuels,1982,8.142,1
Italy,Biofuels,1984,43.787,1
Italy,Biofuels,1988,27.885,1
Italy,Biofuels,1990,8.809,1
Italy,Biofuels,1991,6.111,1
Italy,Biofuels,1993,19.159,4
Italy,Biofuels,1994,16.834,1
Italy,Biofuels,1995,24.57,8
Italy,Biofuels,1996,24.957,4
Italy,Biofuels,1997,19.108,2
Italy,Biofuels,1998,21.632,3
Italy,Biofuels,2000,5.837,4
Italy,Biofuels,2001,5.666,7
Italy,Biofuels,2002,5.738,3
Italy,Biofuels,2003,5.56,16
Italy,Biofuels,2004,5.889,17
Italy,Biofuels,2005,4.611,18
Italy,Biofuels,2006,4.513,42
Italy,Biofuels,2007,25.323,67
Italy,Biofuels,2008,25.809,93
Italy,Biofuels,2009,35.961,156
Italy,Biofuels,2010,24.241,208
Italy,Biofuels,2011,53.375,257
Italy,Biofuels,2012,61.064,359
Italy,Biofuels,2013,44.632,421
Italy,Biofuels,2014,27.511,498
Italy,Biofuels,2015,33.786,591
Italy,Biofuels,2016,18.27,630
Italy,Biofuels,2017,18.472,671
Italy,Biofuels,2018,19.282,722
Italy,Biofuels,2019,15.772,909
Italy,Biofuels,2020,28.08,1196
Italy,Biofuels,2021,46.292,1367
Italy,Biofuels,2022,38.235,1337
Japan,Biofuels,1977,1.414,1
Japan,Biofuels,1982,21.898,1
Japan,Biofuels,1983,16.362,2
Japan,Biofuels,1985,21.241,1
Japan,Biofuels,1986,21.927,6
Japan,Biofuels,1987,17.411,5
Japan,Biofuels,1988,34.385,5
Japan,Biofuels,1989,11.857,2
Japan,Biofuels,1990,8.427,4
Japan,Biofuels,1991,5.67,4
Japan,Biofuels,1992,5.576,3
Japan,Biofuels,1993,7.704,3
Japan,Biofuels,1994,5.475,1
Japan,Biofuels,1995,5.988,4
Japan,Biofuels,1996,6.139,2
Japan,Biofuels,1997,6.036,9
Japan,Biofuels,1998,5.976,5
Japan,Biofuels,1999,0.0,14
Japan,Biofuels,2000,0.0,16
Japan,Biofuels,2001,21.381,39
Japan,Biofuels,2002,42.769,27
Japan,Biofuels,2003,39.534,46
Japan,Biofuels,2004,82.686,57
Japan,Biofuels,2005,95.122,67
Japan,Biofuels,2006,85.153,91
Japan,Biofuels,2007,28.128,155
Japan,Biofuels,2008,22.397,193
Japan,Biofuels,2009,72.086,279
Japan,Biofuels,2010,80.016,306
Japan,Biofuels,2011,93.981,392
Japan,Biofuels,2012,86.855,460
Japan,Biofuels,2013,63.637,518
Japan,Biofuels,2014,69.664,567
Japan,Biofuels,2015,72.207,595
Japan,Biofuels,2016,48.825,642
Japan,Biofuels,2017,58.052,625
Japan,Biofuels,2018,89.19,694
Japan,Biofuels,2019,79.654,715
Japan,Biofuels,2020,116.956,860
Japan,Biofuels,2021,103.906,876
Japan,Biofuels,2022,147.284,828
Japan,Biofuels,2023,121.566,1071
Korea,Biofuels,2002,4.206,1
Korea,Biofuels,2003,4.872,4
Korea,Biofuels,2004,7.784,9
Korea,Biofuels,2005,7.696,8
Korea,Biofuels,2006,14.067,9
Korea,Biofuels,2007,12.376,29
Korea,Biofuels,2008,8.629,67
Korea,Biofuels,2009,14.006,109
Korea,Biofuels,2010,21.631,151
Korea,Biofuels,2011,19.234,238
Korea,Biofuels,2012,34.165,325
Korea,Biofuels,2013,30.136,378
Korea,Biofuels,2014,28.324,382
Korea,Biofuels,2015,27.785,419
Korea,Biofuels,2016,32.098,417
Korea,Biofuels,2017,32.166,403
Korea,Biofuels,2018,32.679,486
Korea,Biofuels,2019,36.542,576
Korea,Biofuels,2020,52.972,686
Korea,Biofuels,2021,32.751,862
Korea,Biofuels,2022,13.805,918
Korea,Biofuels,2023,9.581,1155
Latvia,Biofuels,2019,0.0,82
Lithuania,Biofuels,2019,4.22,101
Lithuania,Biofuels,2020,4.617,142
Lithuania,Biofuels,2021,2.35,154
Lithuania,Biofuels,2022,3.158,129
Lithuania,Biofuels,2023,6.403,228
Luxembourg,Biofuels,2011,0.0,3
Luxembourg,Biofuels,2012,6.541,6
Mexico,Biofuels,2013,7.216,123
Mexico,Biofuels,2014,0.844,203
Mexico,Biofuels,2015,6.34,211
Mexico,Biofuels,2016,29.504,273
Mexico,Biofuels,2017,18.173,317
Mexico,Biofuels,2018,27.077,396
Mexico,Biofuels,2019,4.477,458
Mexico,Biofuels,2020,5.346,471
Mexico,Biofuels,2021,0.582,608
Mexico,Biofuels,2022,0.0,746
Mexico,Biofuels,2023,0.0,858
Netherlands,Biofuels,1978,0.847,1
Netherlands,Biofuels,1981,14.384,1
Netherlands,Biofuels,1983,14.732,1
Netherlands,Biofuels,1985,13.028,1
Netherlands,Biofuels,1988,7.3,2
Netherlands,Biofuels,1989,11.201,1
Netherlands,Biofuels,1991,16.435,2
Netherlands,Biofuels,1992,5.992,2
Netherlands,Biofuels,1993,2.788,4
Netherlands,Biofuels,1994,3.351,7
Netherlands,Biofuels,1995,8.788,2
Netherlands,Biofuels,1996,14.562,2
Netherlands,Biofuels,1997,15.924,8
Netherlands,Biofuels,1998,22.055,2
Netherlands,Biofuels,1999,28.367,3
Netherlands,Biofuels,2000,24.065,8
Netherlands,Biofuels,2001,27.06,11
Netherlands,Biofuels,2002,24.34,7
Netherlands,Biofuels,2003,48.107,21
Netherlands,Biofuels,2005,43.601,38
Netherlands,Biofuels,2006,57.992,67
Netherlands,Biofuels,2007,90.726,86
Netherlands,Biofuels,2008,47.916,143
Netherlands,Biofuels,2009,41.668,200
Netherlands,Biofuels,2010,119.861,210
Netherlands,Biofuels,2011,13.712,272
Netherlands,Biofuels,2012,84.454,282
Netherlands,Biofuels,2013,75.755,328
Netherlands,Biofuels,2014,43.534,338
Netherlands,Biofuels,2015,49.021,468
Netherlands,Biofuels,2016,50.45,531
Netherlands,Biofuels,2017,35.326,625
Netherlands,Biofuels,2018,29.166,717
Netherlands,Biofuels,2019,13.414,719
Netherlands,Biofuels,2020,11.454,899
Netherlands,Biofuels,2021,20.576,861
Netherlands,Biofuels,2022,11.222,917
Netherlands,Biofuels,2023,5.075,1013
New Zealand,Biofuels,1985,3.598,1
New Zealand,Biofuels,1994,0.0,1
New Zealand,Biofuels,1995,0.132,2
New Zealand,Biofuels,1996,0.414,2
New Zealand,Biofuels,1997,0.137,2
New Zealand,Biofuels,1998,0.371,3
New Zealand,Biofuels,1999,0.569,2
New Zealand,Biofuels,2000,0.71,1
New Zealand,Biofuels,2001,1.162,6
New Zealand,Biofuels,2002,0.684,1
New Zealand,Biofuels,2003,0.645,7
New Zealand,Biofuels,2004,1.819,4
New Zealand,Biofuels,2005,1.789,1
New Zealand,Biofuels,2006,1.266,10
New Zealand,Biofuels,2007,1.208,9
New Zealand,Biofuels,2008,7.74,21
New Zealand,Biofuels,2009,6.55,28
New Zealand,Biofuels,2010,6.435,50
New Zealand,Biofuels,2011,5.138,41
New Zealand,Biofuels,2012,5.152,53
New Zealand,Biofuels,2013,5.638,70
New Zealand,Biofuels,2014,5.105,71
New Zealand,Biofuels,2015,2.312,74
New Zealand,Biofuels,2016,0.0,97
New Zealand,Biofuels,2017,0.81,84
New Zealand,Biofuels,2018,2.181,76
New Zealand,Biofuels,2019,2.072,99
New Zealand,Biofuels,2020,2.633,124
New Zealand,Biofuels,2021,2.246,123
New Zealand,Biofuels,2022,2.649,133
New Zealand,Biofuels,2023,2.398,184
Norway,Biofuels,1976,0.0,1
Norway,Biofuels,1984,3.233,2
Norway,Biofuels,1993,4.684,1
Norway,Biofuels,1997,2.252,3
Norway,Biofuels,1998,1.976,1
Norway,Biofuels,2000,1.923,1
Norway,Biofuels,2001,1.839,3
Norway,Biofuels,2002,1.21,2
Norway,Biofuels,2003,0.921,2
Norway,Biofuels,2004,1.425,2
Norway,Biofuels,2005,1.763,6
Norway,Biofuels,2006,2.043,11
Norway,Biofuels,2007,3.286,12
Norway,Biofuels,2008,4.302,24
Norway,Biofuels,2009,12.28,38
Norway,Biofuels,2010,15.155,49
Norway,Biofuels,2011,16.714,79
Norway,Biofuels,2012,15.04,82
Norway,Biofuels,2013,14.54,104
Norway,Biofuels,2014,15.4,110
Norway,Biofuels,2015,26.332,146
Norway,Biofuels,2016,20.213,150
Norway,Biofuels,2017,20.879,185
Norway,Biofuels,2018,32.823,201
Norway,Biofuels,2019,23.667,286
Norway,Biofuels,2020,39.32,320
Norway,Biofuels,2021,26.196,346
Norway,Biofuels,2022,67.866,344
Norway,Biofuels,2023,25.72,492
Poland,Biofuels,2009,31.788,59
Poland,Biofuels,2010,26.009,59
Poland,Biofuels,2011,28.406,101
Poland,Biofuels,2012,20.791,161
Poland,Biofuels,2013,18.981,198
Poland,Biofuels,2014,20.892,284
Poland,Biofuels,2015,29.249,314
Poland,Biofuels,2016,19.654,368
Poland,Biofuels,2017,22.317,498
Poland,Biofuels,2018,16.503,638
Poland,Biofuels,2019,7.27,741
Poland,Biofuels,2020,5.025,889
Poland,Biofuels,2021,6.043,1023
Poland,Biofuels,2022,28.699,971
Poland,Biofuels,2023,25.845,1377
Portugal,Biofuels,1998,0.23,2
Portugal,Biofuels,2001,0.279,1
Portugal,Biofuels,2002,0.372,3
Portugal,Biofuels,2003,0.406,3
Portugal,Biofuels,2004,1.473,5
Portugal,Biofuels,2005,1.269,8
Portugal,Biofuels,2006,0.119,9
Portugal,Biofuels,2007,0.389,15
Portugal,Biofuels,2008,0.108,40
Portugal,Biofuels,2009,0.74,51
Portugal,Biofuels,2010,0.893,94
Portugal,Biofuels,2011,0.101,115
Portugal,Biofuels,2012,2.003,125
Portugal,Biofuels,2013,5.907,150
Portugal,Biofuels,2014,5.682,171
Portugal,Biofuels,2015,4.649,172
Republic of Türkiye,Biofuels,1986,0.0,1
Republic of Türkiye,Biofuels,1988,0.0,1
Republic of Türkiye,Biofuels,1994,0.0,1
Republic of Türkiye,Biofuels,1995,0.0,1
Republic of Türkiye,Biofuels,1996,0.0,1
Republic of Türkiye,Biofuels,1997,0.131,1
Republic of Türkiye,Biofuels,1999,1.058,1
Republic of Türkiye,Biofuels,2000,2.049,3
Republic of Türkiye,Biofuels,2002,0.322,4
Republic of Türkiye,Biofuels,2003,0.509,7
Republic of Türkiye,Biofuels,2004,0.862,11
Republic of Türkiye,Biofuels,2005,1.386,20
Republic of Türkiye,Biofuels,2006,1.502,20
Republic of Türkiye,Biofuels,2007,1.301,24
Republic of Türkiye,Biofuels,2008,2.55,58
Republic of Türkiye,Biofuels,2009,3.042,47
Republic of Türkiye,Biofuels,2014,3.676,167
Republic of Türkiye,Biofuels,2015,2.362,172
Republic of Türkiye,Biofuels,2016,2.388,236
Republic of Türkiye,Biofuels,2017,4.202,322
Republic of Türkiye,Biofuels,2018,1.703,404
Republic of Türkiye,Biofuels,2019,2.135,518
Republic of Türkiye,Biofuels,2020,1.03,696
Republic of Türkiye,Biofuels,2021,0.856,879
Republic of Türkiye,Biofuels,2022,1.135,1101
Republic of Türkiye,Biofuels,2023,1.773,1419
Slovak Republic,Biofuels,2003,0.006,3
Slovak Republic,Biofuels,2008,1.66,13
Slovak Republic,Biofuels,2009,2.221,16
Slovak Republic,Biofuels,2010,2.648,10
Slovak Republic,Biofuels,2011,17.565,36
Slovak Republic,Biofuels,2012,16.129,39
Slovak Republic,Biofuels,2013,4.271,52
Slovak Republic,Biofuels,2014,21.64,67
Slovak Republic,Biofuels,2015,0.967,85
Slovak Republic,Biofuels,2016,18.772,71
Slovak Republic,Biofuels,2017,0.215,102
Slovak Republic,Biofuels,2018,0.556,119
Slovak Republic,Biofuels,2019,0.083,149
Slovak Republic,Biofuels,2020,0.019,184
Slovak Republic,Biofuels,2022,0.077,191
Slovak Republic,Biofuels,2023,0.137,190
Spain,Biofuels,1982,16.748,1
Spain,Biofuels,1983,20.657,1
Spain,Biofuels,1986,23.446,1
Spain,Biofuels,1989,20.459,1
Spain,Biofuels,1993,18.922,1
Spain,Biofuels,1994,9.505,4
Spain,Biofuels,1995,7.643,2
Spain,Biofuels,1997,9.001,1
Spain,Biofuels,1998,15.695,7
Spain,Biofuels,1999,5.564,4
Spain,Biofuels,2000,10.468,10
Spain,Biofuels,2001,11.614,2
Spain,Biofuels,2002,8.168,7
Spain,Biofuels,2003,10.168,10
Spain,Biofuels,2004,8.704,9
Spain,Biofuels,2005,8.91,22
Spain,Biofuels,2006,11.983,39
Spain,Biofuels,2007,12.421,58
Spain,Biofuels,2008,12.604,112
Spain,Biofuels,2009,71.003,158
Spain,Biofuels,2010,53.627,246
Spain,Biofuels,2011,59.129,292
Spain,Biofuels,2012,36.32,359
Spain,Biofuels,2013,17.977,398
Spain,Biofuels,2014,20.815,501
Spain,Biofuels,2015,20.733,601
Spain,Biofuels,2016,9.061,630
Spain,Biofuels,2017,6.172,746
Spain,Biofuels,2018,7.152,800
Spain,Biofuels,2019,10.467,947
Spain,Biofuels,2020,13.576,1219
Spain,Biofuels,2021,30.843,1326
Spain,Biofuels,2022,289.259,1529
Spain,Biofuels,2023,15.015,2103
Sweden,Biofuels,1976,2.895,2
Sweden,Biofuels,1985,29.263,1
Sweden,Biofuels,1986,19.155,1
Sweden,Biofuels,1987,12.572,2
Sweden,Biofuels,1990,9.723,2
Sweden,Biofuels,1992,33.512,4
Sweden,Biofuels,1993,12.19,4
Sweden,Biofuels,1994,17.539,8
Sweden,Biofuels,1995,15.797,8
Sweden,Biofuels,1996,7.572,12
Sweden,Biofuels,1997,8.821,12
Sweden,Biofuels,1998,11.717,12
Sweden,Biofuels,1999,12.431,15
Sweden,Biofuels,2000,30.204,13
Sweden,Biofuels,2001,32.605,20
Sweden,Biofuels,2002,25.697,29
Sweden,Biofuels,2003,20.125,42
Sweden,Biofuels,2004,43.867,35
Sweden,Biofuels,2005,20.202,49
